 time           v(net6)        time           v(net1)        time           i(vdd)        
 0.0000000e+00  6.0050222e-01  0.0000000e+00  6.0000000e-01  0.0000000e+00 -1.1713615e-04 
 1.0000000e-13  6.0050247e-01  1.0000000e-13  6.0020000e-01  1.0000000e-13 -1.1480124e-04 
 2.0000000e-13  6.0050271e-01  2.0000000e-13  6.0040000e-01  2.0000000e-13 -1.1448330e-04 
 4.0000000e-13  6.0050319e-01  4.0000000e-13  6.0080000e-01  4.0000000e-13 -1.1431934e-04 
 8.0000000e-13  6.0050416e-01  8.0000000e-13  6.0160000e-01  8.0000000e-13 -1.1435186e-04 
 1.6000000e-12  6.0050606e-01  1.6000000e-12  6.0320000e-01  1.6000000e-12 -1.1420696e-04 
 3.2000000e-12  6.0050981e-01  3.2000000e-12  6.0640000e-01  3.2000000e-12 -1.1408316e-04 
 6.4000000e-12  6.0051699e-01  6.4000000e-12  6.1280000e-01  6.4000000e-12 -1.1367921e-04 
 1.0000000e-11  6.0052457e-01  1.0000000e-11  6.2000000e-01  1.0000000e-11 -1.1331534e-04 
 1.0640000e-11  6.0052430e-01  1.0640000e-11  6.2000000e-01  1.0640000e-11 -1.1596302e-04 
 1.1920000e-11  6.0052375e-01  1.1920000e-11  6.2000000e-01  1.1920000e-11 -1.1609849e-04 
 1.4480000e-11  6.0052267e-01  1.4480000e-11  6.2000000e-01  1.4480000e-11 -1.1592661e-04 
 1.9600000e-11  6.0052051e-01  1.9600000e-11  6.2000000e-01  1.9600000e-11 -1.1599853e-04 
 2.9840000e-11  6.0051620e-01  2.9840000e-11  6.2000000e-01  2.9840000e-11 -1.1574891e-04 
 5.0320000e-11  6.0050760e-01  5.0320000e-11  6.2000000e-01  5.0320000e-11 -1.1566668e-04 
 9.1280000e-11  6.0049051e-01  9.1280000e-11  6.2000000e-01  9.1280000e-11 -1.1518417e-04 
 1.7320000e-10  6.0045658e-01  1.7320000e-10  6.2000000e-01  1.7320000e-10 -1.1480106e-04 
 2.7320000e-10  6.0041558e-01  2.7320000e-10  6.2000000e-01  2.7320000e-10 -1.1426300e-04 
 3.7320000e-10  6.0037505e-01  3.7320000e-10  6.2000000e-01  3.7320000e-10 -1.1412850e-04 
 4.7320000e-10  6.0033506e-01  4.7320000e-10  6.2000000e-01  4.7320000e-10 -1.1383376e-04 
 5.7320000e-10  6.0029572e-01  5.7320000e-10  6.2000000e-01  5.7320000e-10 -1.1386885e-04 
 6.7320000e-10  6.0025714e-01  6.7320000e-10  6.2000000e-01  6.7320000e-10 -1.1370187e-04 
 7.7320000e-10  6.0021942e-01  7.7320000e-10  6.2000000e-01  7.7320000e-10 -1.1383491e-04 
 8.7320000e-10  6.0018267e-01  8.7320000e-10  6.2000000e-01  8.7320000e-10 -1.1374534e-04 
 9.7320000e-10  6.0014700e-01  9.7320000e-10  6.2000000e-01  9.7320000e-10 -1.1393860e-04 
 1.0732000e-09  6.0011248e-01  1.0732000e-09  6.2000000e-01  1.0732000e-09 -1.1389716e-04 
 1.1732000e-09  6.0007921e-01  1.1732000e-09  6.2000000e-01  1.1732000e-09 -1.1412782e-04 
 1.2732000e-09  6.0004726e-01  1.2732000e-09  6.2000000e-01  1.2732000e-09 -1.1411651e-04 
 1.3732000e-09  6.0001666e-01  1.3732000e-09  6.2000000e-01  1.3732000e-09 -1.1437032e-04 
 1.4732000e-09  5.9998749e-01  1.4732000e-09  6.2000000e-01  1.4732000e-09 -1.1437782e-04 
 1.5732000e-09  5.9995977e-01  1.5732000e-09  6.2000000e-01  1.5732000e-09 -1.1464575e-04 
 1.6732000e-09  5.9993353e-01  1.6732000e-09  6.2000000e-01  1.6732000e-09 -1.1466486e-04 
 1.7732000e-09  5.9990881e-01  1.7732000e-09  6.2000000e-01  1.7732000e-09 -1.1494116e-04 
 1.8732000e-09  5.9988562e-01  1.8732000e-09  6.2000000e-01  1.8732000e-09 -1.1496727e-04 
 1.9732000e-09  5.9986398e-01  1.9732000e-09  6.2000000e-01  1.9732000e-09 -1.1524825e-04 
 2.0732000e-09  5.9984390e-01  2.0732000e-09  6.2000000e-01  2.0732000e-09 -1.1527840e-04 
 2.1732000e-09  5.9982538e-01  2.1732000e-09  6.2000000e-01  2.1732000e-09 -1.1556169e-04 
 2.2732000e-09  5.9980843e-01  2.2732000e-09  6.2000000e-01  2.2732000e-09 -1.1559396e-04 
 2.3732000e-09  5.9979305e-01  2.3732000e-09  6.2000000e-01  2.3732000e-09 -1.1587803e-04 
 2.4732000e-09  5.9977924e-01  2.4732000e-09  6.2000000e-01  2.4732000e-09 -1.1591119e-04 
 2.5732000e-09  5.9976701e-01  2.5732000e-09  6.2000000e-01  2.5732000e-09 -1.1619503e-04 
 2.6732000e-09  5.9975634e-01  2.6732000e-09  6.2000000e-01  2.6732000e-09 -1.1622829e-04 
 2.7732000e-09  5.9974723e-01  2.7732000e-09  6.2000000e-01  2.7732000e-09 -1.1651125e-04 
 2.8732000e-09  5.9973968e-01  2.8732000e-09  6.2000000e-01  2.8732000e-09 -1.1654405e-04 
 2.9732000e-09  5.9973368e-01  2.9732000e-09  6.2000000e-01  2.9732000e-09 -1.1682571e-04 
 3.0732000e-09  5.9972922e-01  3.0732000e-09  6.2000000e-01  3.0732000e-09 -1.1685770e-04 
 3.1732000e-09  5.9972630e-01  3.1732000e-09  6.2000000e-01  3.1732000e-09 -1.1713775e-04 
 3.2732000e-09  5.9972492e-01  3.2732000e-09  6.2000000e-01  3.2732000e-09 -1.1716870e-04 
 3.3732000e-09  5.9972505e-01  3.3732000e-09  6.2000000e-01  3.3732000e-09 -1.1744694e-04 
