 time           v(net6)        time           v(net1)        time           i(vdd)        
 0.0000000e+00  6.0026340e-01  0.0000000e+00  6.0000000e-01  0.0000000e+00 -1.7052073e-04 
 1.0000000e-13  6.0026441e-01  1.0000000e-13  6.0020000e-01  1.0000000e-13 -1.5776834e-04 
 2.0000000e-13  6.0026540e-01  2.0000000e-13  6.0040000e-01  2.0000000e-13 -1.5568732e-04 
 4.0000000e-13  6.0026739e-01  4.0000000e-13  6.0080000e-01  4.0000000e-13 -1.5468688e-04 
 8.0000000e-13  6.0027135e-01  8.0000000e-13  6.0160000e-01  8.0000000e-13 -1.5512928e-04 
 1.6000000e-12  6.0027926e-01  1.6000000e-12  6.0320000e-01  1.6000000e-12 -1.5455333e-04 
 3.2000000e-12  6.0029499e-01  3.2000000e-12  6.0640000e-01  3.2000000e-12 -1.5458023e-04 
 6.4000000e-12  6.0032612e-01  6.4000000e-12  6.1280000e-01  6.4000000e-12 -1.5358130e-04 
 1.0000000e-11  6.0036060e-01  1.0000000e-11  6.2000000e-01  1.0000000e-11 -1.5317976e-04 
 1.0640000e-11  6.0036028e-01  1.0640000e-11  6.2000000e-01  1.0640000e-11 -1.6798339e-04 
 1.1920000e-11  6.0035967e-01  1.1920000e-11  6.2000000e-01  1.1920000e-11 -1.6898143e-04 
 1.4480000e-11  6.0035848e-01  1.4480000e-11  6.2000000e-01  1.4480000e-11 -1.6803689e-04 
 1.9600000e-11  6.0035608e-01  1.9600000e-11  6.2000000e-01  1.9600000e-11 -1.6889809e-04 
 2.9840000e-11  6.0035132e-01  2.9840000e-11  6.2000000e-01  2.9840000e-11 -1.6796062e-04 
 5.0320000e-11  6.0034192e-01  5.0320000e-11  6.2000000e-01  5.0320000e-11 -1.6870930e-04 
 9.1280000e-11  6.0032351e-01  9.1280000e-11  6.2000000e-01  9.1280000e-11 -1.6762926e-04 
 1.7320000e-10  6.0028792e-01  1.7320000e-10  6.2000000e-01  1.7320000e-10 -1.6812816e-04 
 2.7320000e-10  6.0024607e-01  2.7320000e-10  6.2000000e-01  2.7320000e-10 -1.6694065e-04 
 3.7320000e-10  6.0020533e-01  3.7320000e-10  6.2000000e-01  3.7320000e-10 -1.6757593e-04 
 4.7320000e-10  6.0016540e-01  4.7320000e-10  6.2000000e-01  4.7320000e-10 -1.6658181e-04 
 5.7320000e-10  6.0012618e-01  5.7320000e-10  6.2000000e-01  5.7320000e-10 -1.6737200e-04 
 6.7320000e-10  6.0008774e-01  6.7320000e-10  6.2000000e-01  6.7320000e-10 -1.6650859e-04 
 7.7320000e-10  6.0005020e-01  7.7320000e-10  6.2000000e-01  7.7320000e-10 -1.6740151e-04 
 8.7320000e-10  6.0001373e-01  8.7320000e-10  6.2000000e-01  8.7320000e-10 -1.6662598e-04 
 9.7320000e-10  5.9997851e-01  9.7320000e-10  6.2000000e-01  9.7320000e-10 -1.6758641e-04 
 1.0732000e-09  5.9994471e-01  1.0732000e-09  6.2000000e-01  1.0732000e-09 -1.6686984e-04 
 1.1732000e-09  5.9991248e-01  1.1732000e-09  6.2000000e-01  1.1732000e-09 -1.6787405e-04 
 1.2732000e-09  5.9988195e-01  1.2732000e-09  6.2000000e-01  1.2732000e-09 -1.6719695e-04 
 1.3732000e-09  5.9985324e-01  1.3732000e-09  6.2000000e-01  1.3732000e-09 -1.6822892e-04 
 1.4732000e-09  5.9982644e-01  1.4732000e-09  6.2000000e-01  1.4732000e-09 -1.6757806e-04 
 1.5732000e-09  5.9980164e-01  1.5732000e-09  6.2000000e-01  1.5732000e-09 -1.6862688e-04 
 1.6732000e-09  5.9977891e-01  1.6732000e-09  6.2000000e-01  1.6732000e-09 -1.6799320e-04 
 1.7732000e-09  5.9975827e-01  1.7732000e-09  6.2000000e-01  1.7732000e-09 -1.6905137e-04 
 1.8732000e-09  5.9973979e-01  1.8732000e-09  6.2000000e-01  1.8732000e-09 -1.6842864e-04 
 1.9732000e-09  5.9972349e-01  1.9732000e-09  6.2000000e-01  1.9732000e-09 -1.6949098e-04 
 2.0732000e-09  5.9970937e-01  2.0732000e-09  6.2000000e-01  2.0732000e-09 -1.6887486e-04 
 2.1732000e-09  5.9969746e-01  2.1732000e-09  6.2000000e-01  2.1732000e-09 -1.6993776e-04 
 2.2732000e-09  5.9968777e-01  2.2732000e-09  6.2000000e-01  2.2732000e-09 -1.6932522e-04 
